date,home_team,home_score,away_score,away_team,neutral,tournament_name,tournament_year
1991-03-27,Belgium,1,1,Wales,False,UEFA Euro qualification,1991
1991-03-27,England,1,1,Republic of Ireland,False,UEFA Euro qualification,1991
1991-03-27,San Marino,1,3,Romania,False,UEFA Euro qualification,1991
1991-03-27,Scotland,1,1,Bulgaria,False,UEFA Euro qualification,1991
1991-03-27,Yugoslavia,4,1,Northern Ireland,False,UEFA Euro qualification,1991
1991-03-30,France,5,0,Albania,False,UEFA Euro qualification,1991
1991-04-03,Cyprus,0,2,Hungary,False,UEFA Euro qualification,1991
1991-04-03,Switzerland,0,0,Romania,False,UEFA Euro qualification,1991
1991-04-17,Hungary,0,1,Russia,False,UEFA Euro qualification,1991
1991-04-17,Netherlands,2,0,Finland,False,UEFA Euro qualification,1991
1991-04-17,Poland,3,0,Turkey,False,UEFA Euro qualification,1991
1991-05-01,Albania,0,2,Czechoslovakia,False,UEFA Euro qualification,1991
1991-05-01,Bulgaria,2,3,Switzerland,False,UEFA Euro qualification,1991
1991-05-01,Germany,1,0,Belgium,False,UEFA Euro qualification,1991
1991-05-01,Republic of Ireland,0,0,Poland,False,UEFA Euro qualification,1991
1991-05-01,Italy,3,1,Hungary,False,UEFA Euro qualification,1991
1991-05-01,Northern Ireland,1,1,Faroe Islands,False,UEFA Euro qualification,1991
1991-05-01,Norway,3,0,Cyprus,False,UEFA Euro qualification,1991
1991-05-01,San Marino,0,2,Scotland,False,UEFA Euro qualification,1991
1991-05-01,Turkey,0,1,England,False,UEFA Euro qualification,1991
1991-05-01,Yugoslavia,1,2,Denmark,False,UEFA Euro qualification,1991
1991-05-16,Finland,2,0,Malta,False,UEFA Euro qualification,1991
1991-05-16,Yugoslavia,7,0,Faroe Islands,False,UEFA Euro qualification,1991
1991-05-22,Austria,3,0,Faroe Islands,False,UEFA Euro qualification,1991
1991-05-22,San Marino,0,3,Bulgaria,False,UEFA Euro qualification,1991
1991-05-26,Albania,1,0,Iceland,False,UEFA Euro qualification,1991
1991-05-29,Russia,4,0,Cyprus,False,UEFA Euro qualification,1991
1991-06-05,Denmark,2,1,Austria,False,UEFA Euro qualification,1991
1991-06-05,Finland,1,1,Netherlands,False,UEFA Euro qualification,1991
1991-06-05,Iceland,0,1,Czechoslovakia,False,UEFA Euro qualification,1991
1991-06-05,Norway,2,1,Italy,False,UEFA Euro qualification,1991
1991-06-05,Switzerland,7,0,San Marino,False,UEFA Euro qualification,1991
1991-06-05,Wales,1,0,Germany,False,UEFA Euro qualification,1991
1991-08-28,Norway,0,1,Russia,False,UEFA Euro qualification,1991
1991-09-04,Czechoslovakia,1,2,France,False,UEFA Euro qualification,1991
1991-09-11,Faroe Islands,0,5,Northern Ireland,True,UEFA Euro qualification,1991
1991-09-11,Luxembourg,0,2,Belgium,False,UEFA Euro qualification,1991
1991-09-11,Portugal,1,0,Finland,False,UEFA Euro qualification,1991
1991-09-11,Switzerland,2,2,Scotland,False,UEFA Euro qualification,1991
1991-09-25,Faroe Islands,0,4,Denmark,True,UEFA Euro qualification,1991
1991-09-25,Iceland,2,0,Spain,False,UEFA Euro qualification,1991
1991-09-25,Russia,2,2,Hungary,False,UEFA Euro qualification,1991
1991-10-09,Austria,0,3,Denmark,False,UEFA Euro qualification,1991
1991-10-09,Finland,1,1,Greece,False,UEFA Euro qualification,1991
1991-10-12,Russia,0,0,Italy,False,UEFA Euro qualification,1991
1991-10-12,Spain,1,2,France,False,UEFA Euro qualification,1991
1991-10-16,Bulgaria,4,0,San Marino,False,UEFA Euro qualification,1991
1991-10-16,Czechoslovakia,2,1,Albania,False,UEFA Euro qualification,1991
1991-10-16,England,1,0,Turkey,False,UEFA Euro qualification,1991
1991-10-16,Faroe Islands,0,2,Yugoslavia,True,UEFA Euro qualification,1991
1991-10-16,Germany,4,1,Wales,False,UEFA Euro qualification,1991
1991-10-16,Netherlands,1,0,Portugal,False,UEFA Euro qualification,1991
1991-10-16,Northern Ireland,2,1,Austria,False,UEFA Euro qualification,1991
1991-10-16,Poland,3,3,Republic of Ireland,False,UEFA Euro qualification,1991
1991-10-16,Romania,1,0,Scotland,False,UEFA Euro qualification,1991
1991-10-30,Greece,2,0,Finland,False,UEFA Euro qualification,1991
1991-10-30,Hungary,0,0,Norway,False,UEFA Euro qualification,1991
1991-11-13,Austria,0,2,Yugoslavia,False,UEFA Euro qualification,1991
1991-11-13,Cyprus,0,3,Russia,False,UEFA Euro qualification,1991
1991-11-13,Denmark,2,1,Northern Ireland,False,UEFA Euro qualification,1991
1991-11-13,Italy,1,1,Norway,False,UEFA Euro qualification,1991
1991-11-13,Poland,1,1,England,False,UEFA Euro qualification,1991
1991-11-13,Romania,1,0,Switzerland,False,UEFA Euro qualification,1991
1991-11-13,Scotland,4,0,San Marino,False,UEFA Euro qualification,1991
1991-11-13,Spain,2,1,Czechoslovakia,False,UEFA Euro qualification,1991
1991-11-13,Turkey,1,3,Republic of Ireland,False,UEFA Euro qualification,1991
1991-11-13,Wales,1,0,Luxembourg,False,UEFA Euro qualification,1991
1991-11-20,Belgium,0,1,Germany,False,UEFA Euro qualification,1991
1991-11-20,Bulgaria,1,1,Romania,False,UEFA Euro qualification,1991
1991-11-20,France,3,1,Iceland,False,UEFA Euro qualification,1991
1991-11-20,Portugal,1,0,Greece,False,UEFA Euro qualification,1991
1991-12-04,Greece,0,2,Netherlands,False,UEFA Euro qualification,1991
1991-12-18,Germany,4,0,Luxembourg,False,UEFA Euro qualification,1991
1991-12-21,Italy,2,0,Cyprus,False,UEFA Euro qualification,1991
1991-12-22,Malta,1,1,Greece,False,UEFA Euro qualification,1991
1994-04-20,Northern Ireland,4,1,Liechtenstein,False,UEFA Euro qualification,1994
1994-09-04,Estonia,0,2,Croatia,False,UEFA Euro qualification,1994
1994-09-04,Israel,2,1,Poland,False,UEFA Euro qualification,1994
1994-09-06,Czech Republic,6,1,Malta,False,UEFA Euro qualification,1994
1994-09-07,Belgium,2,0,Armenia,False,UEFA Euro qualification,1994
1994-09-07,Cyprus,1,2,Spain,False,UEFA Euro qualification,1994
1994-09-07,Faroe Islands,1,5,Greece,False,UEFA Euro qualification,1994
1994-09-07,Finland,0,2,Scotland,False,UEFA Euro qualification,1994
1994-09-07,Georgia,0,1,Moldova,False,UEFA Euro qualification,1994
1994-09-07,Hungary,2,2,Turkey,False,UEFA Euro qualification,1994
1994-09-07,Iceland,0,1,Sweden,False,UEFA Euro qualification,1994
1994-09-07,Latvia,0,3,Republic of Ireland,False,UEFA Euro qualification,1994
1994-09-07,Liechtenstein,0,4,Austria,False,UEFA Euro qualification,1994
1994-09-07,Luxembourg,0,4,Netherlands,False,UEFA Euro qualification,1994
1994-09-07,North Macedonia,1,1,Denmark,False,UEFA Euro qualification,1994
1994-09-07,Northern Ireland,1,2,Portugal,False,UEFA Euro qualification,1994
1994-09-07,Norway,1,0,Belarus,False,UEFA Euro qualification,1994
1994-09-07,Romania,3,0,Azerbaijan,False,UEFA Euro qualification,1994
1994-09-07,Slovakia,0,0,France,False,UEFA Euro qualification,1994
1994-09-07,Slovenia,1,1,Italy,False,UEFA Euro qualification,1994
1994-09-07,Ukraine,0,2,Lithuania,False,UEFA Euro qualification,1994
1994-09-07,Wales,2,0,Albania,False,UEFA Euro qualification,1994
1994-10-08,Armenia,0,0,Cyprus,False,UEFA Euro qualification,1994
1994-10-08,Estonia,0,2,Italy,False,UEFA Euro qualification,1994
1994-10-08,France,0,0,Romania,False,UEFA Euro qualification,1994
1994-10-09,Croatia,2,0,Lithuania,False,UEFA Euro qualification,1994
1994-10-09,Latvia,1,3,Portugal,False,UEFA Euro qualification,1994
1994-10-12,Austria,1,2,Northern Ireland,False,UEFA Euro qualification,1994
1994-10-12,Belarus,2,0,Luxembourg,False,UEFA Euro qualification,1994
1994-10-12,Bulgaria,2,0,Georgia,False,UEFA Euro qualification,1994
1994-10-12,Denmark,3,1,Belgium,False,UEFA Euro qualification,1994
1994-10-12,Greece,4,0,Finland,False,UEFA Euro qualification,1994
1994-10-12,Republic of Ireland,4,0,Liechtenstein,False,UEFA Euro qualification,1994
1994-10-12,Israel,2,2,Slovakia,False,UEFA Euro qualification,1994
1994-10-12,North Macedonia,0,2,Spain,False,UEFA Euro qualification,1994
1994-10-12,Malta,0,0,Czech Republic,False,UEFA Euro qualification,1994
1994-10-12,Moldova,3,2,Wales,False,UEFA Euro qualification,1994
1994-10-12,Norway,1,1,Netherlands,False,UEFA Euro qualification,1994
1994-10-12,Poland,1,0,Azerbaijan,False,UEFA Euro qualification,1994
1994-10-12,Russia,4,0,San Marino,False,UEFA Euro qualification,1994
1994-10-12,Scotland,5,1,Faroe Islands,False,UEFA Euro qualification,1994
1994-10-12,Switzerland,4,2,Sweden,False,UEFA Euro qualification,1994
1994-10-12,Turkey,5,0,Iceland,False,UEFA Euro qualification,1994
1994-10-12,Ukraine,0,0,Slovenia,False,UEFA Euro qualification,1994
1994-11-12,Romania,3,2,Slovakia,False,UEFA Euro qualification,1994
1994-11-13,Portugal,1,0,Austria,False,UEFA Euro qualification,1994
1994-11-13,Ukraine,3,0,Estonia,False,UEFA Euro qualification,1994
1994-11-15,Liechtenstein,0,1,Latvia,False,UEFA Euro qualification,1994
1994-11-16,Albania,1,2,Germany,False,UEFA Euro qualification,1994
1994-11-16,Azerbaijan,0,2,Israel,True,UEFA Euro qualification,1994
1994-11-16,Belarus,0,4,Norway,False,UEFA Euro qualification,1994
1994-11-16,Belgium,1,1,North Macedonia,False,UEFA Euro qualification,1994
1994-11-16,Bulgaria,4,1,Moldova,False,UEFA Euro qualification,1994
1994-11-16,Cyprus,2,0,Armenia,False,UEFA Euro qualification,1994
1994-11-16,Finland,5,0,Faroe Islands,False,UEFA Euro qualification,1994
1994-11-16,Georgia,5,0,Wales,False,UEFA Euro qualification,1994
1994-11-16,Greece,2,0,San Marino,False,UEFA Euro qualification,1994
1994-11-16,Italy,1,2,Croatia,False,UEFA Euro qualification,1994
1994-11-16,Netherlands,0,0,Czech Republic,False,UEFA Euro qualification,1994
1994-11-16,Northern Ireland,0,4,Republic of Ireland,False,UEFA Euro qualification,1994
1994-11-16,Poland,0,0,France,False,UEFA Euro qualification,1994
1994-11-16,Scotland,1,1,Russia,False,UEFA Euro qualification,1994
1994-11-16,Slovenia,1,2,Lithuania,False,UEFA Euro qualification,1994
1994-11-16,Spain,3,0,Denmark,False,UEFA Euro qualification,1994
1994-11-16,Sweden,2,0,Hungary,False,UEFA Euro qualification,1994
1994-11-16,Switzerland,1,0,Iceland,False,UEFA Euro qualification,1994
1994-12-13,Azerbaijan,0,2,France,True,UEFA Euro qualification,1994
1994-12-14,Albania,0,1,Georgia,False,UEFA Euro qualification,1994
1994-12-14,Finland,4,1,San Marino,False,UEFA Euro qualification,1994
1994-12-14,Israel,1,1,Romania,False,UEFA Euro qualification,1994
1994-12-14,Malta,0,1,Norway,False,UEFA Euro qualification,1994
1994-12-14,Moldova,0,3,Germany,False,UEFA Euro qualification,1994
1994-12-14,Netherlands,5,0,Luxembourg,False,UEFA Euro qualification,1994
1994-12-14,Turkey,1,2,Switzerland,False,UEFA Euro qualification,1994
1994-12-14,Wales,0,3,Bulgaria,False,UEFA Euro qualification,1994
1994-12-17,Belgium,1,4,Spain,False,UEFA Euro qualification,1994
1994-12-17,North Macedonia,3,0,Cyprus,False,UEFA Euro qualification,1994
1994-12-18,Germany,2,1,Albania,False,UEFA Euro qualification,1994
1994-12-18,Greece,1,0,Scotland,False,UEFA Euro qualification,1994
1994-12-18,Portugal,8,0,Liechtenstein,False,UEFA Euro qualification,1994
1995-02-22,Malta,0,1,Luxembourg,False,UEFA Euro qualification,1995
1995-03-25,Croatia,4,0,Ukraine,False,UEFA Euro qualification,1995
1995-03-25,Italy,4,1,Estonia,False,UEFA Euro qualification,1995
1995-03-29,Albania,3,0,Moldova,False,UEFA Euro qualification,1995
1995-03-29,Austria,5,0,Latvia,False,UEFA Euro qualification,1995
1995-03-29,Bulgaria,3,1,Wales,False,UEFA Euro qualification,1995
1995-03-29,Cyprus,1,1,Denmark,False,UEFA Euro qualification,1995
1995-03-29,Czech Republic,4,2,Belarus,False,UEFA Euro qualification,1995
1995-03-29,Georgia,0,2,Germany,False,UEFA Euro qualification,1995
1995-03-29,Hungary,2,2,Switzerland,False,UEFA Euro qualification,1995
1995-03-29,Republic of Ireland,1,1,Northern Ireland,False,UEFA Euro qualification,1995
1995-03-29,Israel,0,0,France,False,UEFA Euro qualification,1995
1995-03-29,Lithuania,0,0,Croatia,False,UEFA Euro qualification,1995
1995-03-29,Luxembourg,0,2,Norway,False,UEFA Euro qualification,1995
1995-03-29,Netherlands,4,0,Malta,False,UEFA Euro qualification,1995
1995-03-29,Romania,2,1,Poland,False,UEFA Euro qualification,1995
1995-03-29,Russia,0,0,Scotland,False,UEFA Euro qualification,1995
1995-03-29,San Marino,0,2,Finland,False,UEFA Euro qualification,1995
1995-03-29,Slovakia,4,1,Azerbaijan,False,UEFA Euro qualification,1995
1995-03-29,Slovenia,3,0,Estonia,False,UEFA Euro qualification,1995
1995-03-29,Spain,1,1,Belgium,False,UEFA Euro qualification,1995
1995-03-29,Turkey,2,1,Sweden,False,UEFA Euro qualification,1995
1995-03-29,Ukraine,0,2,Italy,False,UEFA Euro qualification,1995
1995-04-25,Poland,4,3,Israel,False,UEFA Euro qualification,1995
1995-04-26,Armenia,0,2,Spain,False,UEFA Euro qualification,1995
1995-04-26,Austria,7,0,Liechtenstein,False,UEFA Euro qualification,1995
1995-04-26,Azerbaijan,1,4,Romania,True,UEFA Euro qualification,1995
1995-04-26,Belarus,1,1,Malta,False,UEFA Euro qualification,1995
1995-04-26,Belgium,2,0,Cyprus,False,UEFA Euro qualification,1995
1995-04-26,Croatia,2,0,Slovenia,False,UEFA Euro qualification,1995
1995-04-26,Czech Republic,3,1,Netherlands,False,UEFA Euro qualification,1995
1995-04-26,Denmark,1,0,North Macedonia,False,UEFA Euro qualification,1995
1995-04-26,Estonia,0,1,Ukraine,False,UEFA Euro qualification,1995
1995-04-26,Faroe Islands,0,4,Finland,False,UEFA Euro qualification,1995
1995-04-26,France,4,0,Slovakia,False,UEFA Euro qualification,1995
1995-04-26,Georgia,2,0,Albania,False,UEFA Euro qualification,1995
1995-04-26,Germany,1,1,Wales,False,UEFA Euro qualification,1995
1995-04-26,Greece,0,3,Russia,False,UEFA Euro qualification,1995
1995-04-26,Hungary,1,0,Sweden,False,UEFA Euro qualification,1995
1995-04-26,Republic of Ireland,1,0,Portugal,False,UEFA Euro qualification,1995
1995-04-26,Latvia,0,1,Northern Ireland,False,UEFA Euro qualification,1995
1995-04-26,Lithuania,0,1,Italy,False,UEFA Euro qualification,1995
1995-04-26,Moldova,0,3,Bulgaria,False,UEFA Euro qualification,1995
1995-04-26,Norway,5,0,Luxembourg,False,UEFA Euro qualification,1995
1995-04-26,San Marino,0,2,Scotland,False,UEFA Euro qualification,1995
1995-04-26,Switzerland,1,2,Turkey,False,UEFA Euro qualification,1995
1995-05-06,Russia,3,0,Faroe Islands,False,UEFA Euro qualification,1995
1995-05-10,Armenia,2,2,North Macedonia,False,UEFA Euro qualification,1995
1995-05-25,Faroe Islands,3,0,San Marino,False,UEFA Euro qualification,1995
1995-06-01,Sweden,1,1,Iceland,False,UEFA Euro qualification,1995
1995-06-03,Liechtenstein,0,0,Republic of Ireland,False,UEFA Euro qualification,1995
1995-06-03,Portugal,3,2,Latvia,False,UEFA Euro qualification,1995
1995-06-07,Belarus,1,0,Netherlands,False,UEFA Euro qualification,1995
1995-06-07,Bulgaria,3,2,Germany,False,UEFA Euro qualification,1995
1995-06-07,Denmark,4,0,Cyprus,False,UEFA Euro qualification,1995
1995-06-07,Faroe Islands,0,2,Scotland,False,UEFA Euro qualification,1995
1995-06-07,Lithuania,2,1,Slovenia,False,UEFA Euro qualification,1995
1995-06-07,Luxembourg,1,0,Czech Republic,False,UEFA Euro qualification,1995
1995-06-07,North Macedonia,0,5,Belgium,False,UEFA Euro qualification,1995
1995-06-07,Moldova,2,3,Albania,False,UEFA Euro qualification,1995
1995-06-07,Northern Ireland,1,2,Latvia,False,UEFA Euro qualification,1995
1995-06-07,Norway,2,0,Malta,False,UEFA Euro qualification,1995
1995-06-07,Poland,5,0,Slovakia,False,UEFA Euro qualification,1995
1995-06-07,Romania,2,1,Israel,False,UEFA Euro qualification,1995
1995-06-07,San Marino,0,7,Russia,False,UEFA Euro qualification,1995
1995-06-07,Spain,1,0,Armenia,False,UEFA Euro qualification,1995
1995-06-07,Wales,0,1,Georgia,False,UEFA Euro qualification,1995
1995-06-11,Estonia,1,3,Slovenia,False,UEFA Euro qualification,1995
1995-06-11,Finland,2,1,Greece,False,UEFA Euro qualification,1995
1995-06-11,Iceland,2,1,Hungary,False,UEFA Euro qualification,1995
1995-06-11,Republic of Ireland,1,3,Austria,False,UEFA Euro qualification,1995
1995-06-11,Ukraine,1,0,Croatia,False,UEFA Euro qualification,1995
1995-08-15,Liechtenstein,0,7,Portugal,False,UEFA Euro qualification,1995
1995-08-16,Armenia,0,2,Denmark,False,UEFA Euro qualification,1995
1995-08-16,Azerbaijan,0,1,Slovakia,True,UEFA Euro qualification,1995
1995-08-16,Estonia,0,1,Lithuania,False,UEFA Euro qualification,1995
1995-08-16,Finland,0,6,Russia,False,UEFA Euro qualification,1995
1995-08-16,France,1,1,Poland,False,UEFA Euro qualification,1995
1995-08-16,Iceland,0,2,Switzerland,False,UEFA Euro qualification,1995
1995-08-16,Latvia,3,2,Austria,False,UEFA Euro qualification,1995
1995-08-16,Norway,1,1,Czech Republic,False,UEFA Euro qualification,1995
1995-08-16,Scotland,1,0,Greece,False,UEFA Euro qualification,1995
1995-09-03,Croatia,7,1,Estonia,False,UEFA Euro qualification,1995
1995-09-03,Portugal,1,1,Northern Ireland,False,UEFA Euro qualification,1995
1995-09-06,Albania,1,1,Bulgaria,False,UEFA Euro qualification,1995
1995-09-06,Austria,3,1,Republic of Ireland,False,UEFA Euro qualification,1995
1995-09-06,Belgium,1,3,Denmark,False,UEFA Euro qualification,1995
1995-09-06,Czech Republic,2,0,Norway,False,UEFA Euro qualification,1995
1995-09-06,Faroe Islands,2,5,Russia,False,UEFA Euro qualification,1995
1995-09-06,France,10,0,Azerbaijan,False,UEFA Euro qualification,1995
1995-09-06,Germany,4,1,Georgia,False,UEFA Euro qualification,1995
1995-09-06,Italy,1,0,Slovenia,False,UEFA Euro qualification,1995
1995-09-06,Latvia,1,0,Liechtenstein,False,UEFA Euro qualification,1995
1995-09-06,Lithuania,1,3,Ukraine,False,UEFA Euro qualification,1995
1995-09-06,Luxembourg,1,0,Malta,False,UEFA Euro qualification,1995
1995-09-06,North Macedonia,1,2,Armenia,False,UEFA Euro qualification,1995
1995-09-06,Netherlands,1,0,Belarus,False,UEFA Euro qualification,1995
1995-09-06,Poland,0,0,Romania,False,UEFA Euro qualification,1995
1995-09-06,San Marino,0,4,Greece,False,UEFA Euro qualification,1995
1995-09-06,Scotland,1,0,Finland,False,UEFA Euro qualification,1995
1995-09-06,Slovakia,1,0,Israel,False,UEFA Euro qualification,1995
1995-09-06,Spain,6,0,Cyprus,False,UEFA Euro qualification,1995
1995-09-06,Sweden,0,0,Switzerland,False,UEFA Euro qualification,1995
1995-09-06,Turkey,2,0,Hungary,False,UEFA Euro qualification,1995
1995-09-06,Wales,1,0,Moldova,False,UEFA Euro qualification,1995
1995-10-07,Armenia,0,2,Belgium,False,UEFA Euro qualification,1995
1995-10-07,Belarus,0,2,Czech Republic,False,UEFA Euro qualification,1995
1995-10-07,Bulgaria,3,0,Albania,False,UEFA Euro qualification,1995
1995-10-08,Croatia,1,1,Italy,False,UEFA Euro qualification,1995
1995-10-08,Germany,6,1,Moldova,False,UEFA Euro qualification,1995
1995-10-11,Austria,1,1,Portugal,False,UEFA Euro qualification,1995
1995-10-11,Cyprus,1,1,North Macedonia,False,UEFA Euro qualification,1995
1995-10-11,Denmark,1,1,Spain,False,UEFA Euro qualification,1995
1995-10-11,Georgia,2,1,Bulgaria,False,UEFA Euro qualification,1995
1995-10-11,Iceland,0,0,Turkey,False,UEFA Euro qualification,1995
1995-10-11,Republic of Ireland,2,1,Latvia,False,UEFA Euro qualification,1995
1995-10-11,Israel,2,0,Azerbaijan,False,UEFA Euro qualification,1995
1995-10-11,Liechtenstein,0,4,Northern Ireland,False,UEFA Euro qualification,1995
1995-10-11,Lithuania,5,0,Estonia,False,UEFA Euro qualification,1995
1995-10-11,Luxembourg,0,0,Belarus,False,UEFA Euro qualification,1995
1995-10-11,Malta,0,4,Netherlands,False,UEFA Euro qualification,1995
1995-10-11,Romania,1,3,France,False,UEFA Euro qualification,1995
1995-10-11,Russia,2,1,Greece,False,UEFA Euro qualification,1995
1995-10-11,San Marino,1,3,Faroe Islands,False,UEFA Euro qualification,1995
1995-10-11,Slovakia,4,1,Poland,False,UEFA Euro qualification,1995
1995-10-11,Slovenia,3,2,Ukraine,False,UEFA Euro qualification,1995
1995-10-11,Switzerland,3,0,Hungary,False,UEFA Euro qualification,1995
1995-10-11,Wales,1,2,Germany,False,UEFA Euro qualification,1995
1995-11-11,Hungary,1,0,Iceland,False,UEFA Euro qualification,1995
1995-11-11,Italy,3,1,Ukraine,False,UEFA Euro qualification,1995
1995-11-12,Malta,0,2,Belarus,False,UEFA Euro qualification,1995
1995-11-15,Albania,1,1,Wales,False,UEFA Euro qualification,1995
1995-11-15,Azerbaijan,0,0,Poland,True,UEFA Euro qualification,1995
1995-11-15,Cyprus,1,1,Belgium,False,UEFA Euro qualification,1995
1995-11-15,Czech Republic,3,0,Luxembourg,False,UEFA Euro qualification,1995
1995-11-15,Denmark,3,1,Armenia,False,UEFA Euro qualification,1995
1995-11-15,France,2,0,Israel,False,UEFA Euro qualification,1995
1995-11-15,Germany,3,1,Bulgaria,False,UEFA Euro qualification,1995
1995-11-15,Greece,5,0,Faroe Islands,False,UEFA Euro qualification,1995
1995-11-15,Italy,4,0,Lithuania,False,UEFA Euro qualification,1995
1995-11-15,Moldova,3,2,Georgia,False,UEFA Euro qualification,1995
1995-11-15,Netherlands,3,0,Norway,False,UEFA Euro qualification,1995
1995-11-15,Northern Ireland,5,3,Austria,False,UEFA Euro qualification,1995
1995-11-15,Portugal,3,0,Republic of Ireland,False,UEFA Euro qualification,1995
1995-11-15,Russia,3,1,Finland,False,UEFA Euro qualification,1995
1995-11-15,Scotland,5,0,San Marino,False,UEFA Euro qualification,1995
1995-11-15,Slovakia,0,2,Romania,False,UEFA Euro qualification,1995
1995-11-15,Slovenia,1,2,Croatia,False,UEFA Euro qualification,1995
1995-11-15,Spain,3,0,North Macedonia,False,UEFA Euro qualification,1995
1995-11-15,Sweden,2,2,Turkey,False,UEFA Euro qualification,1995
1995-12-13,Republic of Ireland,0,2,Netherlands,True,UEFA Euro qualification,1995
1998-06-04,Estonia,5,0,Faroe Islands,False,UEFA Euro qualification,1998
1998-08-19,Bosnia and Herzegovina,1,0,Faroe Islands,False,UEFA Euro qualification,1998
1998-09-02,Romania,7,0,Liechtenstein,False,UEFA Euro qualification,1998
1998-09-05,Armenia,3,1,Andorra,False,UEFA Euro qualification,1998
1998-09-05,Austria,1,1,Israel,False,UEFA Euro qualification,1998
1998-09-05,Belarus,0,0,Denmark,False,UEFA Euro qualification,1998
1998-09-05,Bosnia and Herzegovina,1,1,Estonia,False,UEFA Euro qualification,1998
1998-09-05,Cyprus,3,2,Spain,False,UEFA Euro qualification,1998
1998-09-05,Finland,3,2,Moldova,False,UEFA Euro qualification,1998
1998-09-05,Georgia,1,0,Albania,False,UEFA Euro qualification,1998
1998-09-05,Iceland,1,1,France,False,UEFA Euro qualification,1998
1998-09-05,Republic of Ireland,2,0,Croatia,False,UEFA Euro qualification,1998
1998-09-05,Lithuania,0,0,Scotland,False,UEFA Euro qualification,1998
1998-09-05,Slovakia,3,0,Azerbaijan,False,UEFA Euro qualification,1998
1998-09-05,Sweden,2,1,England,False,UEFA Euro qualification,1998
1998-09-05,Turkey,3,0,Northern Ireland,False,UEFA Euro qualification,1998
1998-09-05,Ukraine,3,2,Russia,False,UEFA Euro qualification,1998
1998-09-05,Wales,0,2,Italy,True,UEFA Euro qualification,1998
1998-09-06,Bulgaria,0,3,Poland,False,UEFA Euro qualification,1998
1998-09-06,Faroe Islands,0,1,Czech Republic,False,UEFA Euro qualification,1998
1998-09-06,Greece,2,2,Slovenia,False,UEFA Euro qualification,1998
1998-09-06,Hungary,1,3,Portugal,False,UEFA Euro qualification,1998
1998-09-06,North Macedonia,4,0,Malta,False,UEFA Euro qualification,1998
1998-09-06,Norway,1,3,Latvia,False,UEFA Euro qualification,1998
1998-10-10,Andorra,0,2,Ukraine,False,UEFA Euro qualification,1998
1998-10-10,Armenia,0,0,Iceland,False,UEFA Euro qualification,1998
1998-10-10,Azerbaijan,0,4,Hungary,False,UEFA Euro qualification,1998
1998-10-10,Bosnia and Herzegovina,1,3,Czech Republic,False,UEFA Euro qualification,1998
1998-10-10,Cyprus,0,3,Austria,False,UEFA Euro qualification,1998
1998-10-10,Denmark,1,2,Wales,False,UEFA Euro qualification,1998
1998-10-10,England,0,0,Bulgaria,False,UEFA Euro qualification,1998
1998-10-10,Italy,2,0,Switzerland,False,UEFA Euro qualification,1998
1998-10-10,Latvia,1,0,Georgia,False,UEFA Euro qualification,1998
1998-10-10,Liechtenstein,0,4,Slovakia,False,UEFA Euro qualification,1998
1998-10-10,Lithuania,0,0,Faroe Islands,False,UEFA Euro qualification,1998
1998-10-10,Malta,1,4,Croatia,False,UEFA Euro qualification,1998
1998-10-10,Northern Ireland,1,0,Finland,False,UEFA Euro qualification,1998
1998-10-10,Poland,3,0,Luxembourg,False,UEFA Euro qualification,1998
1998-10-10,Portugal,0,1,Romania,False,UEFA Euro qualification,1998
1998-10-10,Russia,2,3,France,False,UEFA Euro qualification,1998
1998-10-10,San Marino,0,5,Israel,False,UEFA Euro qualification,1998
1998-10-10,Scotland,3,2,Estonia,False,UEFA Euro qualification,1998
1998-10-10,Slovenia,1,2,Norway,False,UEFA Euro qualification,1998
1998-10-10,Turkey,1,0,Germany,False,UEFA Euro qualification,1998
1998-10-14,Bulgaria,0,1,Sweden,False,UEFA Euro qualification,1998
1998-10-14,Croatia,3,2,North Macedonia,False,UEFA Euro qualification,1998
1998-10-14,Czech Republic,4,1,Estonia,False,UEFA Euro qualification,1998
1998-10-14,France,2,0,Andorra,False,UEFA Euro qualification,1998
1998-10-14,Greece,3,0,Georgia,False,UEFA Euro qualification,1998
1998-10-14,Hungary,1,1,Romania,False,UEFA Euro qualification,1998
1998-10-14,Iceland,1,0,Russia,False,UEFA Euro qualification,1998
1998-10-14,Republic of Ireland,5,0,Malta,False,UEFA Euro qualification,1998
1998-10-14,Israel,1,2,Spain,False,UEFA Euro qualification,1998
1998-10-14,Liechtenstein,2,1,Azerbaijan,False,UEFA Euro qualification,1998
1998-10-14,Lithuania,4,2,Bosnia and Herzegovina,False,UEFA Euro qualification,1998
1998-10-14,Luxembourg,0,3,England,False,UEFA Euro qualification,1998
1998-10-14,Moldova,1,3,Germany,False,UEFA Euro qualification,1998
1998-10-14,Norway,2,2,Albania,False,UEFA Euro qualification,1998
1998-10-14,San Marino,1,4,Austria,False,UEFA Euro qualification,1998
1998-10-14,Scotland,2,1,Faroe Islands,False,UEFA Euro qualification,1998
1998-10-14,Slovakia,0,3,Portugal,False,UEFA Euro qualification,1998
1998-10-14,Slovenia,1,0,Latvia,False,UEFA Euro qualification,1998
1998-10-14,Switzerland,1,1,Denmark,False,UEFA Euro qualification,1998
1998-10-14,Turkey,1,3,Finland,False,UEFA Euro qualification,1998
1998-10-14,Ukraine,2,0,Armenia,False,UEFA Euro qualification,1998
